industry,year,keyword,slope
Travel & Hospitality,2017,hotel technology,0.0
Travel & Hospitality,2017,tourism technology,0.0
Travel & Hospitality,2018,travel technology,-0.002015803902596356
Travel & Hospitality,2018,online booking,0.12344783099500083
Travel & Hospitality,2018,hotel technology,0.0
Travel & Hospitality,2018,tourism technology,0.0009675858732462505
Travel & Hospitality,2019,travel technology,0.0
Travel & Hospitality,2019,online booking,0.020803096274794382
Travel & Hospitality,2019,hotel technology,0.0
Travel & Hospitality,2019,tourism technology,0.0013707466537655221
Travel & Hospitality,2020,travel technology,0.0
Travel & Hospitality,2020,online booking,0.39396871472343176
Travel & Hospitality,2020,hotel technology,-0.0020964360587002098
Travel & Hospitality,2020,tourism technology,0.0010482180293501049
Food & Beverage,2005,food delivery,0.14118690533784878
Food & Beverage,2005,food technology,-0.1433639735526528
Food & Beverage,2005,restaurant technology,0.0030640219319464606
Food & Beverage,2005,meal kit,-0.009675858732462506
Food & Beverage,2006,food delivery,0.06313497822931784
Food & Beverage,2006,food technology,-0.18537332688276087
Food & Beverage,2006,restaurant technology,0.015965166908563137
Food & Beverage,2006,meal kit,0.0
Food & Beverage,2007,food delivery,0.18384131591678765
Food & Beverage,2007,food technology,-0.06378003547814869
Food & Beverage,2007,restaurant technology,0.00459603289791969
Food & Beverage,2007,meal kit,0.0
Food & Beverage,2008,food delivery,0.0238671182067408
Food & Beverage,2008,food technology,-0.06345750685373328
Food & Beverage,2008,restaurant technology,-0.015562006128043869
Food & Beverage,2008,meal kit,0.002015803902596356
Food & Beverage,2009,food delivery,0.14513788098693756
Food & Beverage,2009,food technology,-0.03136590872439928
Food & Beverage,2009,restaurant technology,0.0008869537171423981
Food & Beverage,2009,meal kit,-0.0033865505563618775
Food & Beverage,2010,food delivery,0.1811804547653604
Food & Beverage,2010,food technology,-0.05337848734075149
Food & Beverage,2010,restaurant technology,-0.002177068214804064
Food & Beverage,2010,meal kit,-0.00016126431220770825
Food & Beverage,2011,food delivery,0.11570714400903079
Food & Beverage,2011,food technology,-0.024189646831156264
Food & Beverage,2011,restaurant technology,0.0
Food & Beverage,2011,meal kit,-0.00266086115142719
Food & Beverage,2012,food delivery,0.1876310272536688
Food & Beverage,2012,food technology,-0.030882115787776165
Food & Beverage,2012,restaurant technology,0.0
Food & Beverage,2012,meal kit,0.0
Food & Beverage,2013,food delivery,0.17424608934042898
Food & Beverage,2013,food technology,-0.020964360587002094
Food & Beverage,2013,restaurant technology,-0.007256894049346881
Food & Beverage,2013,meal kit,0.0
Food & Beverage,2014,food delivery,0.06482825350749877
Food & Beverage,2014,food technology,-0.010724076761812605
Food & Beverage,2014,restaurant technology,-0.0032252862441541673
Food & Beverage,2014,meal kit,-0.00322528624415417
Food & Beverage,2015,food delivery,0.30454765360425734
Food & Beverage,2015,food technology,-0.016287695532978548
Food & Beverage,2015,restaurant technology,-0.0043541364296081275
Food & Beverage,2015,meal kit,-3.7343433312049593e-20
Food & Beverage,2016,food delivery,0.34067085953878407
Food & Beverage,2016,food technology,-0.01652959200129011
Food & Beverage,2016,restaurant technology,-0.007095629737139172
Food & Beverage,2016,meal kit,0.02056119980648283
Food & Beverage,2017,food delivery,0.2633446218351879
Food & Beverage,2017,food technology,-0.02370585389453314
Food & Beverage,2017,restaurant technology,-0.0023383325270117717
Food & Beverage,2017,meal kit,0.00048379293662312534
Food & Beverage,2018,food delivery,0.08184163844541202
Food & Beverage,2018,food technology,-0.017900338655055636
Food & Beverage,2018,restaurant technology,-0.0016932752781809385
Food & Beverage,2018,meal kit,0.0095145944202548
Food & Beverage,2019,food delivery,-0.1304628285760362
Food & Beverage,2019,food technology,-0.01588453475245928
Food & Beverage,2019,restaurant technology,0.0
Food & Beverage,2019,meal kit,-0.005644250927269798
Food & Beverage,2020,food delivery,-0.3443799387195614
Food & Beverage,2020,food technology,0.006531204644412196
Food & Beverage,2020,restaurant technology,0.0
Food & Beverage,2020,meal kit,0.0
Transportation & Logistics,2005,logistics technology,-0.007660054829866156
Transportation & Logistics,2005,supply chain,-0.33196258667956774
Transportation & Logistics,2005,delivery services,-0.02709240445089502
Transportation & Logistics,2005,transportation technology,0.0024189646831156313
Transportation & Logistics,2005,fleet management,-0.05684567005321723
Transportation & Logistics,2006,logistics technology,-0.013788098693759078
Transportation & Logistics,2006,supply chain,-0.38687308498629264
Transportation & Logistics,2006,delivery services,-0.04362199645218515
Transportation & Logistics,2006,transportation technology,-0.038380906305434614
Transportation & Logistics,2006,fleet management,-0.03249475890985325
Transportation & Logistics,2007,logistics technology,0.002177068214804066
Transportation & Logistics,2007,supply chain,-0.11594904047734236
Transportation & Logistics,2007,delivery services,-0.010965973230124172
Transportation & Logistics,2007,transportation technology,0.0022577003709079216
Transportation & Logistics,2007,fleet management,-0.01749717787453636
Transportation & Logistics,2008,logistics technology,0.0045960328979196925
Transportation & Logistics,2008,supply chain,-0.26463473633284956
Transportation & Logistics,2008,delivery services,-0.03168843734881471
Transportation & Logistics,2008,transportation technology,-0.017255281406224805
Transportation & Logistics,2008,fleet management,-0.009837123044670212
Transportation & Logistics,2009,logistics technology,-0.00612804386389292
Transportation & Logistics,2009,supply chain,-0.10917593936461854
Transportation & Logistics,2009,delivery services,0.0023383325270117756
Transportation & Logistics,2009,transportation technology,-0.002660861151427188
Transportation & Logistics,2009,fleet management,0.0032252862441541764
Transportation & Logistics,2010,logistics technology,-0.0018545395903886463
Transportation & Logistics,2010,supply chain,-0.21174004192872115
Transportation & Logistics,2010,delivery services,-0.031124012256087727
Transportation & Logistics,2010,transportation technology,-0.00516045799064667
Transportation & Logistics,2010,fleet management,-0.03289791969037252
Transportation & Logistics,2011,logistics technology,-0.0040316078051927115
Transportation & Logistics,2011,supply chain,-0.09337203676826314
Transportation & Logistics,2011,delivery services,-0.008143847766489272
Transportation & Logistics,2011,transportation technology,-0.008708272859216257
Transportation & Logistics,2011,fleet management,-0.020480567650378968
Transportation & Logistics,2012,logistics technology,0.0
Transportation & Logistics,2012,supply chain,-0.12989840348330917
Transportation & Logistics,2012,delivery services,-0.02418964683115627
Transportation & Logistics,2012,transportation technology,-0.010562812449604903
Transportation & Logistics,2012,fleet management,-0.01677148846960168
Transportation & Logistics,2013,logistics technology,-0.00209643605870021
Transportation & Logistics,2013,supply chain,-0.08917916465086276
Transportation & Logistics,2013,delivery services,-0.009353330108047092
Transportation & Logistics,2013,transportation technology,0.0016126431220770847
Transportation & Logistics,2013,fleet management,-0.004434768585711981
Transportation & Logistics,2014,logistics technology,0.0
Transportation & Logistics,2014,supply chain,-0.035558780841799635
Transportation & Logistics,2014,delivery services,-0.0029833897758426045
Transportation & Logistics,2014,transportation technology,-0.005321722302854378
Transportation & Logistics,2014,fleet management,-0.012336719883889694
Transportation & Logistics,2015,logistics technology,-0.0020964360587002098
Transportation & Logistics,2015,supply chain,-0.12876955329785514
Transportation & Logistics,2015,delivery services,0.02096436058700211
Transportation & Logistics,2015,transportation technology,-0.00249959683921948
Transportation & Logistics,2015,fleet management,-0.0032252862441541612
Transportation & Logistics,2016,logistics technology,0.002096436058700211
Transportation & Logistics,2016,supply chain,-0.022415739396871442
Transportation & Logistics,2016,delivery services,0.0322528624415417
Transportation & Logistics,2016,transportation technology,-8.06321561038542e-05
Transportation & Logistics,2016,fleet management,0.002741493307531049
Transportation & Logistics,2017,logistics technology,0.0
Transportation & Logistics,2017,supply chain,0.0012094823415578493
Transportation & Logistics,2017,delivery services,-0.00016126431220770638
Transportation & Logistics,2017,transportation technology,-0.0012901144976616673
Transportation & Logistics,2017,fleet management,0.006047411707789069
Transportation & Logistics,2018,logistics technology,0.0
Transportation & Logistics,2018,supply chain,-0.09764554104176744
Transportation & Logistics,2018,delivery services,0.011772294791162718
Transportation & Logistics,2018,transportation technology,-0.003225286244154167
Transportation & Logistics,2018,fleet management,0.006369940332204487
Transportation & Logistics,2019,logistics technology,0.0
Transportation & Logistics,2019,supply chain,-0.038380906305434594
Transportation & Logistics,2019,delivery services,-0.008224479922593139
Transportation & Logistics,2019,transportation technology,0.0009675858732462516
Transportation & Logistics,2019,fleet management,-0.03797774552491534
Transportation & Logistics,2020,logistics technology,0.0
Transportation & Logistics,2020,supply chain,-0.143767134333172
Transportation & Logistics,2020,delivery services,-0.07055313659087244
Transportation & Logistics,2020,transportation technology,0.0028221254636348982
Transportation & Logistics,2020,fleet management,-0.025399129172714075
Marketing & Advertising,2005,digital marketing,-0.5285437832607643
Marketing & Advertising,2005,martech,0.3892114175133044
Marketing & Advertising,2005,advertising technology,0.06450572488308323
Marketing & Advertising,2005,marketing automation,0.0
Marketing & Advertising,2006,digital marketing,-0.13868730849862926
Marketing & Advertising,2006,martech,-0.15086276407031135
Marketing & Advertising,2006,advertising technology,-0.053217223028543835
Marketing & Advertising,2006,marketing automation,0.040638606676342524
Marketing & Advertising,2007,digital marketing,0.09103370424125146
Marketing & Advertising,2007,martech,-0.11675536203838092
Marketing & Advertising,2007,advertising technology,0.10570875665215292
Marketing & Advertising,2007,marketing automation,0.06619900016126429
Marketing & Advertising,2008,digital marketing,0.11078858248669576
Marketing & Advertising,2008,martech,-0.05958716336074827
Marketing & Advertising,2008,advertising technology,-0.013788098693759038
Marketing & Advertising,2008,marketing automation,0.07297210127398807
Marketing & Advertising,2009,digital marketing,0.23859054991130468
Marketing & Advertising,2009,martech,0.025802289953233366
Marketing & Advertising,2009,advertising technology,0.026205450733752644
Marketing & Advertising,2009,marketing automation,0.04096113530075797
Marketing & Advertising,2010,digital marketing,0.1382841477181101
Marketing & Advertising,2010,martech,-0.07377842283502661
Marketing & Advertising,2010,advertising technology,-0.056926302209321086
Marketing & Advertising,2010,marketing automation,-0.023302693114013867
Marketing & Advertising,2011,digital marketing,0.32365747460087096
Marketing & Advertising,2011,martech,-0.031204644412191583
Marketing & Advertising,2011,advertising technology,-0.003144654088050303
Marketing & Advertising,2011,marketing automation,0.008305112078696995
Marketing & Advertising,2012,digital marketing,0.12852765682954362
Marketing & Advertising,2012,martech,-0.025399129172714075
Marketing & Advertising,2012,advertising technology,-0.031527173036607
Marketing & Advertising,2012,marketing automation,0.008224479922593132
Marketing & Advertising,2013,digital marketing,0.25874858893726826
Marketing & Advertising,2013,martech,-0.014110627318174489
Marketing & Advertising,2013,advertising technology,-0.0037897113368811457
Marketing & Advertising,2013,marketing automation,0.009514594420254804
Marketing & Advertising,2014,digital marketing,0.26100628930817626
Marketing & Advertising,2014,martech,-0.007095629737139171
Marketing & Advertising,2014,advertising technology,-0.007176261893243024
Marketing & Advertising,2014,marketing automation,0.013546202225447519
Marketing & Advertising,2015,digital marketing,0.25899048540557984
Marketing & Advertising,2015,martech,-0.01064344460570876
Marketing & Advertising,2015,advertising technology,-0.005805515239477504
Marketing & Advertising,2015,marketing automation,0.02120625705531366
Marketing & Advertising,2016,digital marketing,0.26044186421544924
Marketing & Advertising,2016,martech,-0.0008063215610385405
Marketing & Advertising,2016,advertising technology,0.004918561522335108
Marketing & Advertising,2016,marketing automation,0.005805515239477509
Marketing & Advertising,2017,digital marketing,0.05241090146750527
Marketing & Advertising,2017,martech,0.0027414933075310456
Marketing & Advertising,2017,advertising technology,0.0
Marketing & Advertising,2017,marketing automation,0.019190453152717304
Marketing & Advertising,2018,digital marketing,0.3737300435413644
Marketing & Advertising,2018,martech,0.0018545395903886493
Marketing & Advertising,2018,advertising technology,-0.0020158039025963558
Marketing & Advertising,2018,marketing automation,0.020238671182067413
Marketing & Advertising,2019,digital marketing,0.5218513143041446
Marketing & Advertising,2019,martech,-0.0019351717464925018
Marketing & Advertising,2019,advertising technology,-0.0036284470246734394
Marketing & Advertising,2019,marketing automation,-0.0005644250927269765
Marketing & Advertising,2020,digital marketing,-0.10974036445734557
Marketing & Advertising,2020,martech,0.0005644250927269796
Marketing & Advertising,2020,advertising technology,0.002338332527011773
Marketing & Advertising,2020,marketing automation,-0.013223673601032094
Internet & Web Services,2005,web services,-0.3751814223512337
Internet & Web Services,2005,internet technology,-0.04765360425737784
Internet & Web Services,2005,web applications,-0.06829543621996452
Internet & Web Services,2005,online services,-0.09046927914852444
Internet & Web Services,2006,web services,-0.48726011933559105
Internet & Web Services,2006,internet technology,-0.06982744718593775
Internet & Web Services,2006,web applications,-0.07797129495242704
Internet & Web Services,2006,online services,0.019835510401548143
Internet & Web Services,2007,web services,-0.2948717948717949
Internet & Web Services,2007,internet technology,-0.018867924528301886
Internet & Web Services,2007,web applications,-0.010965973230124175
Internet & Web Services,2007,online services,-0.10240283825189488
Internet & Web Services,2008,web services,-0.36776326398967907
Internet & Web Services,2008,internet technology,-0.03636510240283825
Internet & Web Services,2008,web applications,-0.09538784067085954
Internet & Web Services,2008,online services,-0.01838413159167877
Internet & Web Services,2009,web services,-0.12046444121915818
Internet & Web Services,2009,internet technology,0.006208676019996782
Internet & Web Services,2009,web applications,-0.04668601838413158
Internet & Web Services,2009,online services,0.6211094984679891
Internet & Web Services,2010,web services,-0.2640703112401226
Internet & Web Services,2010,internet technology,-0.038461538461538464
Internet & Web Services,2010,web applications,-0.05507176261893243
Internet & Web Services,2010,online services,-0.35502338332527017
Internet & Web Services,2011,web services,-0.2152072246411869
Internet & Web Services,2011,internet technology,-0.00330591840025802
Internet & Web Services,2011,web applications,-0.051846476374778266
Internet & Web Services,2011,online services,-0.3915497500403161
Internet & Web Services,2012,web services,-0.22641509433962267
Internet & Web Services,2012,internet technology,-0.029753265602322207
Internet & Web Services,2012,web applications,-0.052894694404128376
Internet & Web Services,2012,online services,0.17997097242380264
Internet & Web Services,2013,web services,-0.15231414288018064
Internet & Web Services,2013,internet technology,-0.012336719883889694
Internet & Web Services,2013,web applications,-0.025237864860506373
Internet & Web Services,2013,online services,-0.18658280922431866
Internet & Web Services,2014,web services,-0.11159490404773423
Internet & Web Services,2014,internet technology,-0.014594420254797614
Internet & Web Services,2014,web applications,-0.03305918400258023
Internet & Web Services,2014,online services,-0.43710691823899367
Internet & Web Services,2015,web services,-0.08047089179164649
Internet & Web Services,2015,internet technology,-0.01596516690856313
Internet & Web Services,2015,web applications,-0.023302693114013867
Internet & Web Services,2015,online services,-0.20383809063054345
Internet & Web Services,2016,web services,-0.0919206579583938
Internet & Web Services,2016,internet technology,-0.016045799064666983
Internet & Web Services,2016,web applications,-0.02789872601193356
Internet & Web Services,2016,online services,-0.2570553136590873
Internet & Web Services,2017,web services,-0.2153684889533946
Internet & Web Services,2017,internet technology,-0.014997581035316886
Internet & Web Services,2017,web applications,-0.03572004515400742
Internet & Web Services,2017,online services,-0.13941299790356396
Internet & Web Services,2018,web services,-0.21665860345105634
Internet & Web Services,2018,internet technology,-0.04079987098855023
Internet & Web Services,2018,web applications,-0.03112401225608773
Internet & Web Services,2018,online services,-0.36219964521851317
Internet & Web Services,2019,web services,-0.052330269311401376
Internet & Web Services,2019,internet technology,-0.014433155942589898
Internet & Web Services,2019,web applications,-0.0563618771165941
Internet & Web Services,2019,online services,0.08587324625060477
Internet & Web Services,2020,web services,-0.1153846153846154
Internet & Web Services,2020,internet technology,0.04305757135945816
Internet & Web Services,2020,web applications,-0.012497984196097402
Internet & Web Services,2020,online services,-0.08950169327527818
Data & Analytics,2005,data analytics,0.03902596355426544
Data & Analytics,2005,big data,0.011611030478955018
Data & Analytics,2005,business intelligence,-0.2024673439767779
Data & Analytics,2005,data science,-0.09812933397839058
Data & Analytics,2006,data analytics,0.022254475084663775
Data & Analytics,2006,big data,-0.02846315110466055
Data & Analytics,2006,business intelligence,-0.2935010482180294
Data & Analytics,2006,data science,-0.06837606837606838
Data & Analytics,2007,data analytics,0.019674246089340437
Data & Analytics,2007,big data,-0.00612804386389292
Data & Analytics,2007,business intelligence,-0.0531365908724399
Data & Analytics,2007,data science,-0.03563941299790357
Data & Analytics,2008,data analytics,-0.016368327689082404
Data & Analytics,2008,big data,0.038300274149330765
Data & Analytics,2008,business intelligence,-0.2076278019674246
Data & Analytics,2008,data science,-0.03128527656829543
Data & Analytics,2009,data analytics,0.048782454442831816
Data & Analytics,2009,big data,0.0033865505563618783
Data & Analytics,2009,business intelligence,-0.19940332204483138
Data & Analytics,2009,data science,0.026205450733752644
Data & Analytics,2010,data analytics,0.008143847766489281
Data & Analytics,2010,big data,0.024270278987260134
Data & Analytics,2010,business intelligence,-0.2609256571520722
Data & Analytics,2010,data science,-0.025641025641025644
Data & Analytics,2011,data analytics,0.08885663602644736
Data & Analytics,2011,big data,0.3172875342686664
Data & Analytics,2011,business intelligence,-0.15844218674407345
Data & Analytics,2011,data science,0.02120625705531367
Data & Analytics,2012,data analytics,0.10885341074020323
Data & Analytics,2012,big data,1.0272536687631026
Data & Analytics,2012,business intelligence,-0.20359619416223187
Data & Analytics,2012,data science,0.04741170778906628
Data & Analytics,2013,data analytics,0.11707789066279634
Data & Analytics,2013,big data,0.34937913239800045
Data & Analytics,2013,business intelligence,-0.1114336397355265
Data & Analytics,2013,data science,0.12385099177552011
Data & Analytics,2014,data analytics,0.08401870666021613
Data & Analytics,2014,big data,0.3459119496855347
Data & Analytics,2014,business intelligence,-0.06692468956619899
Data & Analytics,2014,data science,0.14223512336719887
Data & Analytics,2015,data analytics,0.08047089179164657
Data & Analytics,2015,big data,-0.054265441057893854
Data & Analytics,2015,business intelligence,-0.0827285921625544
Data & Analytics,2015,data science,0.19198516368327692
Data & Analytics,2016,data analytics,0.14191259474278348
Data & Analytics,2016,big data,0.017416545718432572
Data & Analytics,2016,business intelligence,-0.05071762618932428
Data & Analytics,2016,data science,0.2106918238993711
Data & Analytics,2017,data analytics,0.04354136429608129
Data & Analytics,2017,big data,-0.1432027092404451
Data & Analytics,2017,business intelligence,-0.07039187227866474
Data & Analytics,2017,data science,0.338009998387357
Data & Analytics,2018,data analytics,-0.02370585389453313
Data & Analytics,2018,big data,-0.12917271407837444
Data & Analytics,2018,business intelligence,-0.05531365908724399
Data & Analytics,2018,data science,0.22028705047572972
Data & Analytics,2019,data analytics,0.15029833897758427
Data & Analytics,2019,big data,0.11078858248669575
Data & Analytics,2019,business intelligence,-0.007982583454281565
Data & Analytics,2019,data science,0.33164005805515245
Data & Analytics,2020,data analytics,-0.1784389614578294
Data & Analytics,2020,big data,-0.20593452668924367
Data & Analytics,2020,business intelligence,-0.07845508788905017
Data & Analytics,2020,data science,-0.24205773262377037
Gaming,2005,video games,0.14078374455732945
Gaming,2005,gaming,0.3980003225286245
Gaming,2005,esports,-0.0027414933075310443
Gaming,2005,mobile gaming,-0.0022577003709079177
Gaming,2006,video games,0.08837284308982424
Gaming,2006,gaming,0.20698274471859376
Gaming,2006,esports,-0.0063699403322044846
Gaming,2006,mobile gaming,0.0
Gaming,2007,video games,0.1895661990001613
Gaming,2007,gaming,-0.04773423641348171
Gaming,2007,esports,-0.005402354458958233
Gaming,2007,mobile gaming,0.0
Gaming,2008,video games,0.08595387840670858
Gaming,2008,gaming,-0.012820512820512841
Gaming,2008,esports,-0.0020964360587002098
Gaming,2008,mobile gaming,0.0
Gaming,2009,video games,0.2506047411707789
Gaming,2009,gaming,-0.10143525237864866
Gaming,2009,esports,-0.013949363005966782
Gaming,2009,mobile gaming,0.0
Gaming,2010,video games,0.058861473955813565
Gaming,2010,gaming,0.0732139977422996
Gaming,2010,esports,-0.006047411707789068
Gaming,2010,mobile gaming,0.0022577003709079186
Gaming,2011,video games,0.4682309304950814
Gaming,2011,gaming,0.33478471214320277
Gaming,2011,esports,0.009353330108047089
Gaming,2011,mobile gaming,0.020883728430898245
Gaming,2012,video games,-0.4080793420416063
Gaming,2012,gaming,0.4029995162070634
Gaming,2012,esports,-0.008547008547008548
Gaming,2012,mobile gaming,0.016368327689082404
Gaming,2013,video games,-0.004999193678438982
Gaming,2013,gaming,0.41122399612965654
Gaming,2013,esports,0.06692468956619901
Gaming,2013,mobile gaming,-0.0006450572488308358
Gaming,2014,video games,0.01564263828414771
Gaming,2014,gaming,0.3762296403805838
Gaming,2014,esports,-0.005563618771165933
Gaming,2014,mobile gaming,0.0
Gaming,2015,video games,-0.014352523786486063
Gaming,2015,gaming,0.4379938719561361
Gaming,2015,esports,0.012497984196097418
Gaming,2015,mobile gaming,0.0
Gaming,2016,video games,-0.010804708917916472
Gaming,2016,gaming,0.16731172391549745
Gaming,2016,esports,-0.00999838735687792
Gaming,2016,mobile gaming,0.0
Gaming,2017,video games,-0.04394452507660055
Gaming,2017,gaming,0.27100467666505407
Gaming,2017,esports,-0.0006450572488308314
Gaming,2017,mobile gaming,0.0
Gaming,2018,video games,0.015400741815836156
Gaming,2018,gaming,0.4300112885018546
Gaming,2018,esports,0.0228995323334946
Gaming,2018,mobile gaming,0.02539912917271409
Gaming,2019,video games,-0.011530398322851158
Gaming,2019,gaming,0.3566360264473472
Gaming,2019,esports,0.03499435574907273
Gaming,2019,mobile gaming,0.0
Gaming,2020,video games,-0.017577810030640222
Gaming,2020,gaming,0.680857926140945
Gaming,2020,esports,0.012497984196097415
Gaming,2020,mobile gaming,0.0
Social & Community,2005,social media,-0.009756490888566342
Social & Community,2005,social networking,0.13231736816642478
Social & Community,2005,online community,-0.37227866473149496
Social & Community,2005,social platform,0.0
Social & Community,2006,social media,-0.008627640703112394
Social & Community,2006,social networking,0.63159167876149
Social & Community,2006,online community,-0.16408643767134334
Social & Community,2006,social platform,0.0
Social & Community,2007,social media,0.2535074987905177
Social & Community,2007,social networking,0.9129172714078375
Social & Community,2007,online community,-0.16110304789550076
Social & Community,2007,social platform,0.03636510240283826
Social & Community,2008,social media,0.24399290437026286
Social & Community,2008,social networking,0.26995645863570394
Social & Community,2008,online community,-0.04047734236413484
Social & Community,2008,social platform,0.0025802289953233376
Social & Community,2009,social media,1.106353813900984
Social & Community,2009,social networking,0.3260764392839866
Social & Community,2009,online community,0.02757619738751816
Social & Community,2009,social platform,-0.0033865505563618736
Social & Community,2010,social media,0.3837284308982423
Social & Community,2010,social networking,0.02676987582647962
Social & Community,2010,online community,-0.10748266408643767
Social & Community,2010,social platform,1.0417701424720238e-20
Social & Community,2011,social media,0.17505241090146761
Social & Community,2011,social networking,-0.07490727302048056
Social & Community,2011,online community,-0.02298016448959845
Social & Community,2011,social platform,0.0
Social & Community,2012,social media,-0.17319787131107886
Social & Community,2012,social networking,-0.15102402838251897
Social & Community,2012,online community,-0.08659893565553946
Social & Community,2012,social platform,0.0
Social & Community,2013,social media,0.015400741815836186
Social & Community,2013,social networking,-0.08563134978229318
Social & Community,2013,online community,-0.08079342041606194
Social & Community,2013,social platform,-0.002015803902596356
Social & Community,2014,social media,-0.024512175455571626
Social & Community,2014,social networking,-0.07216577971294955
Social & Community,2014,online community,-0.10982099661344946
Social & Community,2014,social platform,-0.002015803902596355
Social & Community,2015,social media,0.09038864699242062
Social & Community,2015,social networking,-0.04926624737945494
Social & Community,2015,online community,-0.041686824705692634
Social & Community,2015,social platform,-0.002015803902596355
Social & Community,2016,social media,0.0066118368005161025
Social & Community,2016,social networking,-0.029592001290114498
Social & Community,2016,online community,-0.031204644412191587
Social & Community,2016,social platform,0.002096436058700211
Social & Community,2017,social media,-0.15965166908563136
Social & Community,2017,social networking,-0.027576197387518146
Social & Community,2017,online community,-0.017416545718432513
Social & Community,2017,social platform,0.0017739074342847934
Social & Community,2018,social media,-0.010724076761812563
Social & Community,2018,social networking,-0.015562006128043865
Social & Community,2018,online community,-0.0257216577971295
Social & Community,2018,social platform,0.0
Social & Community,2019,social media,-0.06579583938074503
Social & Community,2019,social networking,-0.012094823415578134
Social & Community,2019,online community,-0.0034671827124657315
Social & Community,2019,social platform,0.0
Social & Community,2020,social media,0.005482986615062109
Social & Community,2020,social networking,-0.002418964683115628
Social & Community,2020,online community,-0.023947750362844706
Social & Community,2020,social platform,0.0038703434929850036
Consumer & Lifestyle,2005,consumer technology,-0.12006128043863891
Consumer & Lifestyle,2005,lifestyle products,0.018867924528301886
Consumer & Lifestyle,2005,consumer goods,-0.4078374455732946
Consumer & Lifestyle,2005,personal technology,-0.17118206740848246
Consumer & Lifestyle,2006,consumer technology,-0.0777293984841155
Consumer & Lifestyle,2006,lifestyle products,0.06821480406386067
Consumer & Lifestyle,2006,consumer goods,-0.5053217223028545
Consumer & Lifestyle,2006,personal technology,-0.004031607805192729
Consumer & Lifestyle,2007,consumer technology,-0.057893888082567325
Consumer & Lifestyle,2007,lifestyle products,-0.0074987905176584395
Consumer & Lifestyle,2007,consumer goods,-0.17029511369134012
Consumer & Lifestyle,2007,personal technology,-0.022818900177390765
Consumer & Lifestyle,2008,consumer technology,-0.12893081761006292
Consumer & Lifestyle,2008,lifestyle products,0.05894210611191745
Consumer & Lifestyle,2008,consumer goods,-0.21722302854378325
Consumer & Lifestyle,2008,personal technology,-0.02717303660699888
Consumer & Lifestyle,2009,consumer technology,-0.01781970649895177
Consumer & Lifestyle,2009,lifestyle products,0.04039671020803097
Consumer & Lifestyle,2009,consumer goods,0.010240283825189522
Consumer & Lifestyle,2009,personal technology,0.07256894049346882
Consumer & Lifestyle,2010,consumer technology,-0.07023060796645703
Consumer & Lifestyle,2010,lifestyle products,-0.034913723592968876
Consumer & Lifestyle,2010,consumer goods,-0.3105144331559426
Consumer & Lifestyle,2010,personal technology,-0.07216577971294952
Consumer & Lifestyle,2011,consumer technology,-0.0325753910659571
Consumer & Lifestyle,2011,lifestyle products,-0.03507498790517659
Consumer & Lifestyle,2011,consumer goods,-0.1501370746653765
Consumer & Lifestyle,2011,personal technology,-0.007176261893243017
Consumer & Lifestyle,2012,consumer technology,-0.06369940332204482
Consumer & Lifestyle,2012,lifestyle products,-0.016852120625705534
Consumer & Lifestyle,2012,consumer goods,-0.11425576519916142
Consumer & Lifestyle,2012,personal technology,-0.0035478148685695863
Consumer & Lifestyle,2013,consumer technology,-0.08135784550878893
Consumer & Lifestyle,2013,lifestyle products,0.0024189646831156305
Consumer & Lifestyle,2013,consumer goods,-0.2540719238832446
Consumer & Lifestyle,2013,personal technology,0.008788905015320116
Consumer & Lifestyle,2014,consumer technology,-0.04716981132075473
Consumer & Lifestyle,2014,lifestyle products,-0.012739880664408966
Consumer & Lifestyle,2014,consumer goods,-0.14586357039187225
Consumer & Lifestyle,2014,personal technology,-0.007821319142073848
Consumer & Lifestyle,2015,consumer technology,-0.01193355910337042
Consumer & Lifestyle,2015,lifestyle products,0.005241090146750527
Consumer & Lifestyle,2015,consumer goods,-0.002096436058700148
Consumer & Lifestyle,2015,personal technology,-0.01330430575713594
Consumer & Lifestyle,2016,consumer technology,-0.043541364296081284
Consumer & Lifestyle,2016,lifestyle products,0.010320915981293343
Consumer & Lifestyle,2016,consumer goods,-0.13489759716174807
Consumer & Lifestyle,2016,personal technology,-0.018222867279471047
Consumer & Lifestyle,2017,consumer technology,-0.017900338655055643
Consumer & Lifestyle,2017,lifestyle products,-0.009111433639735529
Consumer & Lifestyle,2017,consumer goods,-0.29745202386711816
Consumer & Lifestyle,2017,personal technology,-0.02854378326076439
Consumer & Lifestyle,2018,consumer technology,-0.05918400258022901
Consumer & Lifestyle,2018,lifestyle products,0.028785679729075968
Consumer & Lifestyle,2018,consumer goods,-0.17819706498951782
Consumer & Lifestyle,2018,personal technology,-0.051362683438155136
Consumer & Lifestyle,2019,consumer technology,-0.014110627318174477
Consumer & Lifestyle,2019,lifestyle products,0.004434768585711982
Consumer & Lifestyle,2019,consumer goods,-0.13691340106434446
Consumer & Lifestyle,2019,personal technology,-0.004434768585711972
Consumer & Lifestyle,2020,consumer technology,0.01862602805999033
Consumer & Lifestyle,2020,lifestyle products,0.0648282535074988
Consumer & Lifestyle,2020,consumer goods,0.3391388485728109
Consumer & Lifestyle,2020,personal technology,0.09796806966618289
Manufacturing & Industrial,2005,industrial automation,-0.1082083534913724
Manufacturing & Industrial,2005,manufacturing technology,-0.34325108853410735
